"cod identificare fiscala"	"denumire"	"obligatii principale la bugetul de stat"	"obligatii accesorii la bugetul de stat"	"obligatii contestate la bugetul de stat"	"obligatii principale la bugetul asigurarilor sociale"	"obligatii accesorii la bugetul asigurarilor sociale"	"obligatii contesate la bugetul asigurarilor sociale"	"obligatii principale la bugetul asigurarilor de somaj"	"obligatii accesorii la bugetul asigurarilor de somaj"	"obligatii contestate la bugetul asigurarilor de somaj"	"obligatii principale la bugetul de sanatate"	"obligatii accesorii la bugetul de sanatate"	"obligatii contestate la bugetul de sanatate"
"26087222"	"AMO PRESS RETAIL SRL"	"29821"	"0"	"0"	"18127"	"0"	"0"	"722"	"0"	"0"	"6948"	"0"	"0"
"26368074"	"ENERGY COGENERATION GROUP SRL"	"95247"	"6502"	"0"	"70746"	"4870"	"0"	"3355"	"235"	"0"	"31919"	"2220"	"0"
"26368252"	"B & B GRUP AGRO SRL"	"79924"	"0"	"0"	"24099"	"0"	"0"	"1109"	"0"	"0"	"10469"	"0"	"0"
"25904514"	"DROPIA BEST COOPERATIVA AGRICOLA"	"23989"	"777"	"0"	"52896"	"1191"	"0"	"2344"	"56"	"0"	"22233"	"488"	"0"
"25906850"	"L T S  DESIGN S.R.L."	"73082"	"35697"	"0"	"314"	"0"	"0"	"16"	"0"	"0"	"134"	"0"	"0"
"26379766"	"EXPEDIŢII TRANSGHE SRL"	"332752"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"26104099"	"CONTINENTAL BUSINESS CONSTRUCT S.R.L."	"276210"	"17516"	"0"	"46396"	"5373"	"0"	"2072"	"250"	"0"	"18883"	"2159"	"0"
"25925118"	"REPEDE PRESSURE CONTROL SRL"	"104002"	"27995"	"0"	"1128126"	"0"	"0"	"46612"	"0"	"0"	"432559"	"0"	"0"
"25934337"	"LANDSCAPE CONCEPT S.R.L."	"86998"	"7378"	"0"	"220522"	"17826"	"0"	"10587"	"834"	"0"	"96305"	"7588"	"0"
"26396066"	"ELEFANT ONLINE S.A."	"109295"	"305"	"0"	"122194"	"906"	"0"	"5739"	"41"	"0"	"49014"	"355"	"0"
"26273845"	"SCHREIBER AGRAR SRL"	"371771"	"0"	"0"	"8891"	"0"	"0"	"424"	"0"	"0"	"3898"	"0"	"0"
"26123724"	"EMPORIKES EPICHIRISIS MELELOUDI S.A. KAVALA GRECIA SUCURSALA ROMÂNIA"	"369766"	"29749"	"0"	"16062"	"2025"	"0"	"760"	"94"	"0"	"7001"	"855"	"0"
"26293567"	"TERAFRUCT INTERNATIONAL S.R.L."	"43948"	"2886"	"0"	"6244"	"636"	"0"	"295"	"27"	"0"	"2742"	"276"	"0"
"26425331"	"DUMAGAS AGRI SRL"	"76490"	"5499"	"0"	"7341"	"0"	"0"	"335"	"0"	"0"	"2857"	"0"	"0"
"26137045"	"PRESTAGRO TOTAL SRL"	"150738"	"1132"	"0"	"5285"	"51"	"0"	"247"	"0"	"0"	"2435"	"53"	"0"
"26013292"	"INTERDECO PROFILES SRL"	"118158"	"8821"	"0"	"78434"	"2228"	"0"	"3619"	"102"	"0"	"30971"	"912"	"0"
"26294449"	"AEROSPACE TECHNOLOGY PARK S.A."	"352800"	"42537"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"26298920"	"DCC SYSTEMS INTERNATIONAL SRL"	"676113"	"149923"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"26299985"	"MDA GARDEN S.R.L."	"732841"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"26432460"	"REVO STRUCTURE S.R.L."	"83356"	"0"	"0"	"39067"	"0"	"0"	"1807"	"0"	"0"	"15537"	"0"	"0"
"26143764"	"EASTERN EUROPE LOGISTICS & MANAGEMENT SRL"	"528563"	"20506"	"0"	"80618"	"1177"	"0"	"3778"	"57"	"0"	"33911"	"505"	"0"
"28416402"	"VITMESSTIL GAMES S.R.L."	"124090"	"279"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28551735"	"PLAY & WIN GAMES SRL"	"263785"	"0"	"208047"	"260"	"0"	"0"	"12"	"0"	"0"	"113"	"0"	"0"
"28557860"	"HOMEMADE STUFF SRL"	"197917"	"0"	"0"	"0"	"166"	"0"	"0"	"8"	"0"	"0"	"64"	"0"
"28560091"	"AGRO MILO INVEST PROD SRL"	"608530"	"44411"	"0"	"7798"	"1283"	"0"	"352"	"65"	"0"	"3247"	"540"	"0"
"28236282"	"AMBIENTAL ENGINEERING SRL"	"321962"	"8688"	"0"	"85018"	"5594"	"0"	"4153"	"233"	"0"	"37498"	"2223"	"0"
"28236363"	"KIDS CLUB MILITARI S.R.L."	"56100"	"2934"	"0"	"210033"	"9367"	"0"	"8895"	"369"	"0"	"84509"	"3481"	"0"
"28259650"	"GAZMIR IAŞI SRL"	"142071"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28263295"	"DEKAPROF BUILD SRL"	"223205"	"2774"	"0"	"38966"	"1003"	"0"	"1763"	"44"	"0"	"15756"	"398"	"0"
"28565080"	"AXIVAL TRADE IMPORT EXPORT SRL"	"1014030"	"493310"	"1438293"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28582090"	"GAZOIL PARTENER SRL"	"96828"	"3248"	"0"	"2595"	"78"	"0"	"119"	"0"	"0"	"1124"	"31"	"0"
"28247303"	"G.N.B. IMOB EXPERT BUSINESS SRL"	"141092"	"0"	"0"	"91071"	"0"	"0"	"4231"	"0"	"0"	"37726"	"0"	"0"
"28249770"	"GEODANI DULCINEA SRL"	"4128021"	"1135329"	"0"	"160"	"15"	"0"	"9"	"0"	"0"	"70"	"4"	"0"
"28279380"	"ISEV SOLUTIONS S.R.L."	"315707"	"0"	"0"	"73198"	"0"	"0"	"3431"	"0"	"0"	"31812"	"0"	"0"
"28280636"	"C.N.D. RESIDENCE INVESTMENT SRL"	"1377796"	"0"	"0"	"17563"	"0"	"0"	"825"	"0"	"0"	"7703"	"0"	"0"
"28588084"	"SMART CLEAN EVOLUTION S.R.L."	"2014046"	"299930"	"0"	"101930"	"4305"	"0"	"4704"	"182"	"0"	"41175"	"1663"	"0"
"28593641"	"ARTHUR STEEL DISTRIBUTION SRL"	"493428"	"165308"	"0"	"245281"	"98312"	"0"	"10189"	"3832"	"0"	"91492"	"34323"	"0"
"28607097"	"OTECH TIR S.R.L."	"188504"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28110046"	"BHD CHICKEN  SRL"	"58469"	"6311"	"0"	"42108"	"551"	"0"	"1786"	"14"	"0"	"16303"	"184"	"0"
"28114315"	"TIMBER FLOOR SRL"	"5416"	"46065"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27985400"	"FEREASTRA CORA SRL"	"78363"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28297255"	"CONSULTING ENERGY LIGHT AWAY SRL"	"314959"	"20244"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28428377"	"HGC FACILITY MANAGEMENT SERVICES SRL"	"134017"	"36845"	"0"	"107146"	"5321"	"0"	"5020"	"246"	"0"	"43342"	"2395"	"0"
"27995284"	"ROJIN TEXTILE S.R.L."	"117096"	"665"	"0"	"246386"	"4459"	"0"	"11239"	"214"	"0"	"123453"	"1881"	"0"
"28003392"	"CYBERGHOST SRL"	"234716"	"688"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28307740"	"DVG EST MARKETING SRL"	"368962"	"2770"	"0"	"32423"	"966"	"0"	"1424"	"27"	"0"	"13116"	"358"	"0"
"28312665"	"AGRO NATURAL SOLUTIONS SRL"	"28105"	"2326"	"0"	"57854"	"4760"	"0"	"2839"	"216"	"0"	"23848"	"2052"	"0"
"28448510"	"COMAN CONSTRUCT ART SRL"	"139689"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28145940"	"SECURITEC PAZĂ PROTECŢIE SRL"	"253009"	"10915"	"0"	"403090"	"23758"	"0"	"18601"	"1040"	"0"	"175021"	"9705"	"0"
"28021399"	"FERMA NR. 1 BIVOLARI SRL"	"2065940"	"11554"	"0"	"135820"	"11474"	"0"	"6315"	"539"	"0"	"53066"	"4567"	"0"
"28021895"	"BRAVO EXPERT DISTRIBUTION SRL"	"39314"	"244"	"0"	"9392"	"257"	"0"	"449"	"8"	"0"	"4090"	"114"	"0"
"28021925"	"SAVCONSTRUCT BUSINESS SRL"	"55030"	"10168"	"0"	"0"	"116"	"0"	"0"	"4"	"0"	"0"	"48"	"0"
"28461446"	"TEKNO CUT STEEL SRL"	"43715"	"0"	"0"	"9056"	"384"	"0"	"414"	"12"	"0"	"3535"	"163"	"0"
"28330130"	"RTV SATELLITE NET SRL"	"10389804"	"1124845"	"0"	"2027027"	"162608"	"0"	"87331"	"7166"	"0"	"818950"	"67272"	"0"
"28335642"	"AVILO CABLE S.R.L.-D."	"6701186"	"1830827"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28164003"	"MASINI-HIBRID CONSTRUCT S.R.L."	"67533"	"7088"	"0"	"117240"	"8668"	"0"	"5509"	"409"	"0"	"50182"	"3618"	"0"
"28037670"	"SIBART-KAEL COM SRL"	"298682"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28037735"	"LIAX FRUCT SRL"	"69021"	"0"	"0"	"3834"	"0"	"0"	"184"	"0"	"0"	"1673"	"0"	"0"
"28477337"	"TOP METROLOGY SRL"	"230870"	"8"	"0"	"6665"	"72"	"0"	"311"	"2"	"0"	"2909"	"31"	"0"
"28176075"	"IT UTIL DESIGN   SRL"	"7967137"	"3105988"	"0"	"1504"	"0"	"0"	"70"	"0"	"0"	"655"	"0"	"0"
"28348626"	"ALBARKMET NEF SRL"	"3294128"	"940814"	"0"	"1024"	"149"	"0"	"46"	"3"	"0"	"434"	"63"	"0"
"28182360"	"HEALTH CARE STORE SRL"	"86077"	"0"	"0"	"10549"	"0"	"0"	"461"	"0"	"0"	"4152"	"0"	"0"
"28055448"	"MULTIGRAFICA SERIGRAFIE SRL"	"603132"	"136414"	"0"	"235743"	"59000"	"0"	"10319"	"2356"	"0"	"96162"	"21520"	"0"
"28359781"	"BAB MAX TRANS SRL"	"74568"	"1267"	"0"	"278"	"97"	"0"	"13"	"0"	"0"	"122"	"42"	"0"
"28360921"	"URBAN INFRASTRUCTURE SRL"	"669750"	"53706"	"0"	"32719"	"9888"	"0"	"1505"	"426"	"0"	"12862"	"3714"	"0"
"28364656"	"ROM WASTE SOLUTIONS SRL"	"220678"	"18518"	"0"	"136550"	"1347"	"0"	"6123"	"147"	"0"	"45875"	"1454"	"0"
"28520461"	"HOTPOINT NETWORK SRL"	"40313"	"0"	"0"	"31361"	"0"	"0"	"1476"	"0"	"0"	"13185"	"0"	"0"
"28521297"	"ONEDIA CAR SERVICE S.R.L."	"26215"	"0"	"0"	"21089"	"0"	"0"	"993"	"0"	"0"	"9067"	"0"	"0"
"28075682"	"EXPO-TRANS NMN SRL"	"168788"	"0"	"0"	"14756"	"0"	"0"	"675"	"0"	"0"	"4704"	"0"	"0"
"28525450"	"PETROLEUM SAFETY SOLUTIONS SRL"	"174492"	"8847"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28214217"	"BLACK DOM GOLD SRL"	"15684"	"3517"	"0"	"35068"	"8057"	"0"	"1537"	"346"	"0"	"14154"	"3104"	"0"
"28215026"	"MINIMA FASHION LINES SRL"	"1173232"	"69900"	"0"	"55054"	"2086"	"0"	"2601"	"105"	"0"	"23958"	"904"	"0"
"28391740"	"LUMILUX STAR S.R.L."	"65169"	"7922"	"0"	"4128"	"179"	"0"	"191"	"3"	"0"	"1800"	"76"	"0"
"28230298"	"LISCAM IMPEX SRL"	"6720692"	"2520751"	"0"	"20211"	"3102"	"0"	"829"	"123"	"0"	"7632"	"1135"	"0"
"28093727"	"DIVASOFT S.R.L."	"187876"	"1965"	"0"	"4908"	"30"	"0"	"230"	"0"	"0"	"2138"	"12"	"0"
"28094609"	"AMCO IMPULS S.R.L."	"119258"	"56337"	"0"	"27333"	"7124"	"0"	"1278"	"290"	"0"	"11750"	"2666"	"0"
"28101366"	"LINDAB MONTAJ CONSTRUCT SRL"	"11580"	"7685"	"0"	"30373"	"8676"	"0"	"1381"	"357"	"0"	"12738"	"3396"	"0"
"28543147"	"VELOTRACO TRADING LIMITED SRL"	"2841698"	"123625"	"0"	"514"	"92"	"0"	"24"	"0"	"0"	"225"	"37"	"0"
"28544231"	"AGROBIO COMERŢ DELTA DUNĂRII S.R.L."	"164317"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"28548179"	"LOGISTIC METCONF S.R.L."	"17804811"	"4554301"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27384400"	"PARFUM & NATURAL PRODUCTS SRL"	"56728"	"707"	"0"	"3632"	"46"	"0"	"115"	"0"	"0"	"1551"	"18"	"0"
"27384493"	"FRUMOASA OFFICES SRL"	"71066"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27388657"	"DELAR PARTENER S.R.L."	"63361"	"3033"	"0"	"6604"	"538"	"0"	"312"	"13"	"0"	"2865"	"232"	"0"
"27392283"	"COSEPA SECURITY INT SRL"	"4412720"	"229775"	"0"	"3807648"	"205372"	"0"	"173446"	"8870"	"0"	"1640662"	"83933"	"0"
"27624421"	"CROSS PHARM SRL"	"172076"	"29019"	"0"	"7331"	"1690"	"0"	"318"	"69"	"0"	"2909"	"672"	"0"
"27640516"	"FOCUS TRANSPEDITION SRL"	"266121"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27940629"	"ROZMARIN ELECTRA S.R.L."	"57548"	"0"	"0"	"9904"	"0"	"0"	"470"	"0"	"0"	"4317"	"0"	"0"
"27944108"	"MALAV MARICOM SRL"	"458312"	"23716"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27957914"	"RAFTURI COMERCIALE SRL"	"92860"	"9559"	"0"	"15440"	"1486"	"0"	"727"	"71"	"0"	"6728"	"644"	"0"
"27958189"	"OPTIMA DERMA LINE SRL"	"145787"	"7133"	"0"	"118192"	"2307"	"0"	"5469"	"109"	"0"	"47387"	"940"	"0"
"27225145"	"STARBYTE SRL"	"104996"	"793"	"0"	"24474"	"227"	"0"	"1142"	"10"	"0"	"10435"	"97"	"0"
"27652952"	"BRICOLAGE DISTRIBUTION SRL"	"290840"	"564"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"2"	"0"
"27396854"	"DECOMAR LOGISTIC SRL"	"143614"	"0"	"0"	"110276"	"0"	"0"	"5214"	"0"	"0"	"45703"	"0"	"0"
"27397922"	"SUN FASHION STYLE SRL"	"122405"	"4627"	"0"	"7620"	"324"	"0"	"368"	"9"	"0"	"3323"	"142"	"0"
"27399770"	"TOTAL CIP CONSTRUCT S.R.L."	"1100963"	"1121903"	"925168"	"65274"	"15217"	"0"	"2807"	"630"	"0"	"24272"	"5616"	"0"
"27411741"	"AGROSELL INVEST EXPO SRL"	"50448"	"5975"	"0"	"15319"	"212"	"0"	"714"	"5"	"0"	"6386"	"66"	"0"
"27244716"	"BIESSE SOLUTION SRL"	"108403"	"1252"	"0"	"69557"	"2611"	"0"	"2221"	"70"	"0"	"24945"	"941"	"0"
"27675131"	"GLOBAL DRINKS INTERNATIONAL SRL"	"312744"	"13049"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27675166"	"DOM PROFESOR DRINKS SRL"	"31954"	"1624"	"0"	"154091"	"7843"	"0"	"7119"	"364"	"0"	"68256"	"3215"	"0"
"27678219"	"DENISSON ENERGY SRL"	"225213"	"1767"	"0"	"30082"	"232"	"0"	"1089"	"12"	"0"	"15438"	"132"	"0"
"27804481"	"BB CIV FORCE CONSTRUCT SRL"	"52226"	"355"	"0"	"6982"	"0"	"0"	"329"	"0"	"0"	"2987"	"0"	"0"
"27682570"	"FAST FOOD KM 0 SRL"	"61274"	"10054"	"0"	"69854"	"8047"	"0"	"3345"	"315"	"0"	"28209"	"2873"	"0"
"27820215"	"PRINCESS SUMMER CLUB SRL"	"61026"	"8305"	"0"	"27393"	"0"	"0"	"1300"	"0"	"0"	"12010"	"0"	"0"
"27690786"	"SNACK 4U CONCEPT S.R.L."	"90068"	"98"	"0"	"33467"	"27"	"0"	"1561"	"0"	"0"	"14523"	"10"	"0"
"27438402"	"EUROBIKE UNIVERSAL SRL"	"92585"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27281145"	"LPX TRANS SRL"	"236627"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27285465"	"INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU BIORESURSE ALIMENTARE - IBA BUCURESTI"	"7896"	"0"	"0"	"87567"	"0"	"0"	"3684"	"0"	"0"	"35948"	"0"	"0"
"27286436"	"GTC BRANDS S.R.L."	"279390"	"26624"	"0"	"13748"	"13461"	"0"	"781"	"591"	"0"	"5487"	"4201"	"0"
"27702511"	"SHOEBOX PRODUCT ROMANIA SRL"	"1156020"	"2824"	"0"	"80075"	"5397"	"0"	"3687"	"280"	"0"	"31640"	"1216"	"0"
"27287830"	"LITTLE SMART SRL"	"551131"	"85380"	"0"	"16102"	"135"	"0"	"762"	"4"	"0"	"7008"	"58"	"0"
"27296367"	"ELVIN COSMETIC SRL"	"244594"	"7063"	"0"	"24979"	"949"	"0"	"1018"	"37"	"0"	"10780"	"403"	"0"
"27843219"	"SPECTACULAR TRANSIT SRL"	"3503982"	"425546"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27465024"	"MIDAS MCA TRADE SRL"	"51404"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27305058"	"GIRAL TRADE INVEST S.R.L."	"108398"	"10565"	"0"	"156512"	"6165"	"0"	"7268"	"288"	"0"	"63796"	"2572"	"0"
"27854382"	"POLAR FRIGO CARN SRL"	"783387"	"78899"	"0"	"10486"	"3227"	"0"	"495"	"128"	"0"	"4376"	"1101"	"0"
"27855701"	"CAR KRAFT SERVICE SRL"	"189713"	"4951"	"0"	"135209"	"2421"	"0"	"6440"	"110"	"0"	"58291"	"951"	"0"
"27477177"	"UTILITĂŢI PUBLICE CERNAVODĂ SRL"	"116767"	"2175"	"0"	"80715"	"1008"	"0"	"3599"	"39"	"0"	"35004"	"397"	"0"
"27311610"	"MARCOM SALES SRL"	"147553"	"15034"	"0"	"25956"	"1906"	"0"	"1254"	"78"	"0"	"11424"	"824"	"0"
"27733208"	"ALTAVIA ROMÂNIA COMMUNICATION SRL"	"97667"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27324440"	"AKA GROUP SAFETY AGENCY SRL"	"321073"	"3823"	"0"	"164008"	"632"	"0"	"7577"	"15"	"0"	"65652"	"133"	"0"
"27326212"	"GBR AUTO INTERNATIONAL SRL"	"200049"	"3202"	"0"	"10290"	"247"	"0"	"554"	"11"	"0"	"5305"	"108"	"0"
"27328515"	"LOGICITY SOLUTION AGENCY SRL"	"68663"	"0"	"0"	"141300"	"0"	"0"	"5562"	"0"	"0"	"55239"	"0"	"0"
"27738850"	"EMS FLOOR SYSTEMS SRL"	"339665"	"16862"	"0"	"214811"	"12227"	"0"	"10306"	"540"	"0"	"90701"	"4976"	"0"
"27741367"	"LONGIN TRADE SRL"	"77363"	"2757"	"0"	"36878"	"786"	"0"	"1601"	"33"	"0"	"13673"	"318"	"0"
"27742842"	"GELENPI LEATHER EUROGROUP SRL"	"89607"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27742885"	"IDEAL TRADING INTERNATIONAL SRL"	"622616"	"44054"	"0"	"1617"	"29"	"0"	"74"	"0"	"0"	"703"	"9"	"0"
"27880128"	"AUTO-RECYCLING SRL"	"1001655"	"701745"	"1625146"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27497581"	"COMPANIA DE PAZĂ SPEED SERVICES SRL"	"153374"	"175"	"0"	"185446"	"589"	"0"	"8368"	"27"	"0"	"75629"	"244"	"0"
"27331073"	"ROKA-FLEX SRL"	"151152"	"3581"	"0"	"8465"	"721"	"0"	"336"	"25"	"0"	"3731"	"301"	"0"
"27339212"	"GOODMOB DISTRIBUTION SRL"	"106903"	"10312"	"0"	"36515"	"0"	"0"	"1605"	"0"	"0"	"14394"	"0"	"0"
"27339271"	"BABYLON GAMES SRL"	"331525"	"0"	"0"	"19959"	"0"	"0"	"933"	"0"	"0"	"8724"	"0"	"0"
"27745628"	"PORVIGOR SUPRANIMAL SRL"	"46276"	"24176"	"0"	"222"	"13"	"0"	"1289"	"90"	"0"	"11843"	"854"	"0"
"27748870"	"UNIVERSAL MUSIC PUBLISHING ROMANIA S.R.L."	"83713"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27887908"	"VERDE CONSTRUCT S.R.L."	"1135361"	"80983"	"0"	"358474"	"21397"	"0"	"16244"	"885"	"0"	"143146"	"7561"	"0"
"27892270"	"UNITED BUSINESS SOLUTIONS S.R.L."	"39224"	"84595"	"0"	"0"	"2926"	"0"	"0"	"94"	"0"	"0"	"1851"	"0"
"27528548"	"TOTAL POST MAIL SERVICES SRL"	"5699287"	"827845"	"0"	"3221077"	"425831"	"0"	"147384"	"18193"	"0"	"1224331"	"101404"	"0"
"27537970"	"AMANITA PROIECT SRL"	"42643"	"0"	"0"	"78045"	"0"	"0"	"2319"	"0"	"0"	"12552"	"0"	"0"
"27757665"	"GOLD TERRA ENERGY ROMANIA SRL"	"36596"	"145003"	"0"	"25721"	"5438"	"0"	"995"	"200"	"0"	"11025"	"2155"	"0"
"27759259"	"B1 TV CHANNEL SRL"	"30546"	"61"	"0"	"41340"	"37"	"0"	"0"	"0"	"0"	"13101"	"96"	"0"
"27539571"	"SENSIDENT DISTRIBUTION TEAM SRL"	"1647362"	"263645"	"0"	"72"	"54"	"0"	"3"	"0"	"0"	"26"	"18"	"0"
"27552252"	"NEW ECOTRANS S.R.L."	"181017"	"31219"	"0"	"22557"	"224"	"0"	"1065"	"7"	"0"	"9826"	"92"	"0"
"27355404"	"CHIKEN FRESH SRL"	"319366"	"19395"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"27355412"	"UNITECH ELECTRO POWER S.R.L."	"303658"	"89468"	"0"	"215515"	"26522"	"0"	"9754"	"1089"	"0"	"93964"	"10498"	"0"
"27357774"	"SPECIAL DELIVERY SRL"	"31894"	"3623"	"0"	"44695"	"9928"	"0"	"315"	"0"	"0"	"14021"	"1749"	"0"
"27359201"	"NISSA DESIGN SRL"	"1366961"	"559185"	"0"	"366772"	"94357"	"0"	"15348"	"3482"	"0"	"193587"	"33278"	"0"
"27769449"	"FOOD AND BEVERAGES MANAGEMENT SRL"	"85650"	"0"	"0"	"27481"	"0"	"0"	"1290"	"0"	"0"	"13451"	"0"	"0"
"27905630"	"VIEWPEDIA SOFT S.R.L."	"106589"	"143"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"27907274"	"CHRYD ENGINEERING SRL"	"765320"	"7345"	"0"	"266661"	"2837"	"0"	"12503"	"134"	"0"	"114758"	"1253"	"0"
"27773148"	"SPRINT ACX LOGISTIC EUROPEAN SRL"	"35644"	"397"	"0"	"10254"	"367"	"0"	"479"	"14"	"0"	"4471"	"158"	"0"
"27374805"	"TERMO CALOR CONFORT S.A."	"0"	"59373"	"0"	"0"	"27061"	"0"	"0"	"1140"	"0"	"0"	"10082"	"0"
"27380408"	"PTB ANIADAM S.R.L."	"2634213"	"413733"	"0"	"6347"	"248"	"0"	"298"	"5"	"0"	"2773"	"105"	"0"
"27381730"	"TERMICA DISTRIBUŢIE NĂVODARI SRL"	"297877"	"10383"	"0"	"224167"	"2769"	"0"	"10213"	"124"	"0"	"95992"	"1184"	"0"
"29598191"	"LUVCIM  SRL"	"56896"	"3556"	"0"	"64859"	"3310"	"0"	"2960"	"150"	"0"	"26710"	"1332"	"0"
"30072165"	"FLORINET AUTO SRL"	"142466"	"76243"	"0"	"24765"	"3677"	"0"	"1182"	"167"	"0"	"10388"	"1492"	"0"
"30233040"	"DIGITAL MEDIA PAYMENTS SRL"	"1317450"	"206455"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"29869169"	"SEA PROTECT GROUP SRL"	"1042628"	"34291"	"0"	"610719"	"21545"	"0"	"24174"	"668"	"0"	"261669"	"9586"	"0"
"29890322"	"TYCOON TRADE (T.T.) SRL"	"14938"	"933"	"0"	"22907"	"1273"	"0"	"1088"	"59"	"0"	"10001"	"548"	"0"
"29890721"	"INTO PROFIL COLECT SRL"	"31370957"	"12008583"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"30242812"	"AFT VINCOM DISTRIBUTION SRL"	"253090"	"7309"	"0"	"30747"	"462"	"0"	"1414"	"18"	"0"	"12446"	"198"	"0"
"29875632"	"PIONEER TRADE SRL"	"370711"	"14067"	"0"	"140323"	"6674"	"0"	"5470"	"262"	"0"	"49128"	"2387"	"0"
"29906569"	"PROFIND DISTRIBUTION SRL"	"18402"	"915"	"0"	"44693"	"2386"	"0"	"1819"	"106"	"0"	"19493"	"1035"	"0"
"30259202"	"PRINZ SECURITY SRL"	"1060986"	"89528"	"0"	"715461"	"70207"	"0"	"32191"	"2965"	"0"	"285956"	"26091"	"0"
"30264624"	"SC GERO RECYCLING SRL"	"4360825"	"1007308"	"0"	"5494"	"167"	"0"	"237"	"5"	"0"	"2125"	"60"	"0"
"30270081"	"ORTHOBAU SRL"	"35178"	"4144"	"0"	"58566"	"6512"	"0"	"2737"	"295"	"0"	"25997"	"2902"	"0"
"30274059"	"CESIUNE TRADING SRL"	"21892"	"6098"	"0"	"53029"	"16828"	"0"	"2163"	"676"	"0"	"19972"	"6253"	"0"
"30274075"	"DANIRO PRO INSTAL SRL"	"286569"	"20924"	"0"	"103716"	"3618"	"0"	"4936"	"181"	"0"	"43997"	"1704"	"0"
"29456529"	"MARICON DESIGN CONSTRUCT SRL"	"219616"	"0"	"0"	"48209"	"0"	"0"	"2146"	"0"	"0"	"20280"	"0"	"0"
"29457397"	"TOPCOME S.R.L."	"4615862"	"1454889"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"29915370"	"LULU TOTAL INDUSTRY SRL"	"11109093"	"3045960"	"0"	"3266"	"1392"	"0"	"167"	"51"	"0"	"1479"	"590"	"0"
"29916880"	"EURO FLOOR BUSINESS TRADE SRL"	"92144"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"30279765"	"CRIS PROD COM DISTRIBUTION SRL"	"55000"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"30282086"	"DISTRIBUTIE MUNTENIA CARN S.A."	"58368"	"6311"	"0"	"0"	"154"	"0"	"0"	"2"	"0"	"0"	"66"	"0"
"29630616"	"EAST EUROPE ENERGY SRL"	"175173"	"38678"	"0"	"531"	"80"	"0"	"23"	"0"	"0"	"213"	"34"	"0"
